id_ms	type	trans	ortho	\trr	\smr	\tre	\sme	\trf	\smf	\src
562_0	\ex	drɔ́ɔ yà bhʌ́n yȉɤ dúeŋdhɤ̄	'drɔɔ =ya 'më -yiö =dueidhö							
563_1	\ex	bhɤ̏ gblȍo dɔ̄ ɤ̄ ~ bhȁ!	-bhö -gbloo dɔ ö -duɛ -bha!							
564_0	\ex	wà kʌ̄ klɤ̀ɤ kɤ̄ ~ yáa kán ȁn gɔ̏ gbɔ̄	=wa kë =klöö kö -duklɔɔlü 'yaa 'kan -an -gɔ gbɔ							
565_2	\ex	bhá ~ dɔ̄ ɯ̄ bhȁ pāŋ tȁ ȁ?	'bha -dukwi dɔ ü -bha pang -ta -a?							
567_0	\idi	bhɛ̄n zùɤ̄ ~	mɛ =zuö' =dunng'							
567_0	\ex	ȁ zùɤ̄ yà dùŋ	-a =zuö' =ya =dunng							
568_2	\idi	dúŋ lȍ dhɛ̏	'dunng -lo -dhɛ							
568_2	\idi	, dúŋtàadhɛ̏								
570_1	\ex	ɯ̄ zūɤ ~	ü zuö =duö							
570_2	\ex	yɤ̏ gȍ kwɛ̀ɛ̏ ká kwí plɤ̀ɤ ~	-yö -go =kwɛɛ- 'ka 'kwi =plöö =duö							
571_0	\idi	~ lɯ́ sɯ́	duö 'lü 'sü							
571_0	\idi	dūɤdhú dɔ̄	duö 'dhu dɔ							
573_0	\ex	fíŋ dhȕn wà bhʌ́n ~	'finng -nu =wa 'më =duu'							
576_1	\idi	~bhɛ̏n	dü -mɛ							
580_0	\ex	ȁ zùɤ̄ píɤ dhɛ̏ yɤ̏ tīi dhɛ̀n ~ dhɤ́	-a =zuö' 'piö -dhɛ -yö tii =nɛ dügɔmɛ 'dhö							
583_0	\idi	~yí	dha 'yi							
583_0	\idi	~ bān	dha ban							
583_0	\ex	dhā bān sɯ̏ tɤ́ŋ yà lȍ	dha ban -sü 'töng =ya -lo							
584_0	\ex	yúa {yɤ́} n̄ kʌ̏ dhɛ̀n, dhän tɛ̀īdɔ̄ dhɛ̀n ā dhɤ̏ dhā ȁ gɔ̏ bȅ	'yua {'yö} n -kë =nɛ, 'na- =tɛidɔ =nɛ a -dhö dha -a -gɔ -be							
584_0	\ex	Yèsü yà n̄ dhā dɯ̄ gɔ̏	=Yesu =ya n dha dü -gɔ							
586_0	\idi	~kʌ̄bhɛ̏n	'dhaakëmɛ							
588_0	\idi	dȁ ~ gɯ́	-da -naadhe 'gü							
588_0	\idi	~ kʌ̄	-naadhe kë	, злиться				, faire palabre		GJ, LJ
589_1	\ex	Yízlɤ̀ɤbhɛ̏n wāa Kɔ́tìvōâbhɛ̏n ȁn ~ tɔ̄ɔ Nūʌ̂gā	'Yizlöömɛ waa 'Kɔtivoamɛ -an -naa tɔɔ Nuë- ga							
589_1	\idi	~bhɔ̄dhɛ̏	-naabhɔdhɛ							
589_2	\idi	~ yɤ̄	-naa yö							
589_2	\ex	bhʌ̏n á kʌ̏ ɯ̄ ká ɯ́ ɯ̄ dhȁan yɤ̄ n̄ bhȁ ɛ̏?	-më 'a -kë ü 'ka 'ü ü -naa yö n -bha -ɛ?							
591_0	\ex	yà kʌ̄ dhɛ̀n ~ yɤ̏ bhʌ̄ kȁa pɤ̄ ȁ dhʌ̏ yɤ̏ dhūn, dhʌ́n gbó bɔ̄ dhȁn	=ya kë =nɛ =Naa' -yö bhë -ka -a pö -a -dhë -yö nu, 'në 'gbo bɔ -na							
593_1	\ex	gɔ̄ɔ̂n bhʌ̄ yɤ̏ ~, yà wún gɔ̏ zȕɤ ɤ́ fɤ̏ yɤ̏ tùn lȍ sɯ̏ bhȁ	gɔɔn- bhë -yö =naa'- -zë, =ya 'wun -gɔ -zuö 'ö -fö -yö =tun -lo -sü -bha							
593_1	\ex	dhʌ́n bhʌ̄ yɤ̏ ~, yɤ̄ dȉʌ slóo ɤ́ kê bhʌ̄ ɤ̈ kʌ̏	'në bhë -yö =naazë, yö -dië 'sloo 'ö ke- bhë 'ö- -kë							
597_0	\ex	dhʌ́n sɛ́ɛn dhȕn wȍ sɯ̏ɤ ~ dhʌ̏	'në 'sɛɛn -nu -wo -süö dhagblawo -dhë							
600_0	\idi	wún dhȁn bhɛ̄n zȕʌ	'wun -na mɛ -zuë							
600_0	\ex	wún dhȁn bhɛ̄n zȍʌ	'wun -na mɛ -zoë							
600_0	\ex	wún yɤ̏ dhȁn ȁ zȕʌ	'wun -yö -na -a -zuë							
600_0	\ex	dhʌ́n yɤ̏ wún dhān dhȁn ɤ̄ dhòo zȕʌ	'në -yö 'wun na -na ö =dhoo -zuë							
604_0	\ex	dhākpɤ̄ yà dhȕn ~ gɯ́ dùɤ	dhakpö =ya nu dhang- 'gü =duö							
605_0	\ex	yɤ̏ dhȍ yɤ́ pā ~ gīȁ gȉa ká	-yö -dho 'yö pa dhangga giagia 'ka							
606_1	\idi	~ tó ɯ̄ píɤ	'dhangga 'to ü 'piö							
606_2	\idi	...wó ~ bhɤ̏	...'wo 'dhangga -bhö							
606_2	\idi	~ kwā sōŋ dhɤ̏	'dhangga kwa song -dhö							
609_1	\ex	dhásígɔ̏bhɛ̏n yà gblá ɤ̄ kɔ̏lɤ̀ɤbhɛ̏n dhȕn tȁ wō gɔ̏ yɔ̀ɔn wó wō ȁ dhʌ̏ sīȁ	'dhasigɔmɛ =ya 'gbla ö -kɔlöömɛ -nu -ta wo -gɔ =yɔɔn 'wo wo -a -dhë  sia-							
611_0	\ex	ɯ̄ bhȁ ~ sʌ̏ yɤ̏ n̄ gɔ̏ á dhūʌn	ü -bha -naɔ -së -yö n -gɔ 'a nuë							
611_0	\idi	~ bɔ̄	-naɔ bɔ							
611_0	\idi	~ dɔ̄	-naɔ dɔ							
611_0	\idi	~ dɔ̄ bhɛ̏n	-naɔ dɔ -mɛ							
612_0	\ex	~ wȕn yà kʌ̄ gbéë, bhɛ̄n yāa yūɤ kʌ̄, yāa dhɤ́ pɔ̄ɔ̂	=naɔ -wun =ya kë 'gbee-, mɛ yaa yuö kë, yaa 'dhö pɔɔ-							
612_0	\idi	~ gó	=naɔ 'go							
612_0	\ex	Tȉʌ yȁ pɤ̏ ȁ bhȁ kāfedhɛ̏ wó gɯ̏ɤ bhʌ̄ wȍ dhɤ̏ dhɒ̀ɒn và váa vȁ gō, kɛ́ɛ yāâ kpɤ́ɯ kán kùn	-Tië -ya -pö -a -bha kafedhɛ 'wo -güö bhë -wo -dhö =naɔ =va 'vaa -va go, 'kɛɛ yaa- 'kpöü 'kan =kun							
614_1	\idi	glɔ̄ɔ yɤ̏ n̄ ~ sʌ̏	glɔɔ -yö n -dhë -së							
614_3	\ex	yī sáadhɤ̄ yī sȕɤ bhɛ̀ɛn ~	yi 'saadhö yi -suö =mɛɛ -dhë							
621_0	\idi	~ dō pɤ́ʌ̈	'nëdhe do 'pöë-							
622_0	\idi	~ kʌ̄	'nëdhɛwun kë							
624_2	\ex	bhlá ~	'bhlanë							
624_2	\idi	yúɤ̈ ~	'yuö- 'në							
632_1	\ex	bhán n̄ bhȁ pȉɤsɔ̀ɔ gɛ̏n ~	'ma n -bha -piösɔɔ -gɛn =nëng							
632_1	\ex	bhán sʌ́ʌdhɛ̄ dhʌ̀ʌn kóʌ̈	'ma 'sëëdhɛ =nëë 'koë-							
632_2.1	\idi	wúnblʌ́ yà dhʌ̀ʌn dɒ̄ɒn dróŋ gɯ́	'wunblë =ya =nëë daɔn 'drong 'gü							
632_2.3	\ex	bhán dhʌ̀ŋ wún bhʌ̄ ȁ gɯ́ gīâ gȉa wō	'ma =nëng 'wun bhë -a 'gü gia -gia wo							
632_3	\cbn	dȅ ~	-de =nëng							
633_0	\ex	bhɤ̏ dȕ kílóŋ dō dān n̄ dhʌ̏, kɛ́ɛ bháan ȁ gā píɤ, ȁ ~ dhɛ̀n ä píɤ	-bhö -du 'kilong do dan n -dhë, 'kɛɛ 'maa -a ga 'piö, -a =nëng =nɛ 'a- 'piö							
634_0	\ex	kwá dhō kwá dhō ~ ɤ́ ȁn gɔ̏ bhʌ̄ yɤ̏ dhɤ̏ glā kó sɯ́ sɯ̏ gɯ́	'kwa dho 'kwa dho -nëng 'kuë- dhe 'ö -an -gɔ bhë -yö -dhö gla 'ko 'sü -sü 'gü							
634_0	\ex	bhɛ̄n plɛ̀ wó dhɛ̀n ȁn bhȁn ~ ɤ́ bhʌ̄ pʌ̄ dhōʌ̂ kān kúʌ̈ ɤ́ tɔ̄ɔ gā	mɛ =plɛ 'wo =nɛ -an -ma -nëngkuëdhe 'ö bhë pë dhoë- kan 'kuë- 'ö tɔɔ ga							
636_0	\ex	gbɔ̄ dɔ̄ ~	gbɔ dɔ -dhe							
637_2	\idi	dhē tée	dhe 'tee							
638_0	\idi	~ kʌ̄	dhe kë							
638_0	\idi	~ sɯ́	dhe 'sü							
644_0	\ex	bèê ~	=bee'- =dhee							
645_1	\idi	~ vúu dɔ̄ {bhɛ̄n dhí}	'dhei 'vuu dɔ {mɛ 'dhi}							
645_1	\idi	~ bhō	'dhee bho							
645_2	\idi	wà ~ dȁ ȁ gɔ̏	=wa 'dhɛi -da -a -gɔ							
649_1	\ex	ȁ ~ dhʌ́dhōon dhȕn wȍ plɛ̀, ɤ̈ gɔ̄ɔ̏n dhȕn dhɤ́ plɛ̀ pɤ́	-a dheglu 'në dhoo -nu -wo =plɛ, 'ö- gɔɔn- -nu 'dhö =plɛ 'pö							
652_0	\ex	n̄ ~ bhʌ̄ ȁ bɔ̄ɔ glú yɤ̏ sʌ̏ dhn ká dùɤ	n dheglunëgɔɔn bhë -a bɔɔ 'glu -yö -së n 'ka =duö							
658_0	\idi	dʌ̄ ~	dë dheglugɔɔnzë							
661_0	\ex	ȁ dhìī gɔ̀n yɤ̏ kwípʌ̄ và ká	-a =dhii' =gɔn -yö 'kwipë =va 'ka							
665_0	\ex	bhȍ sɔ́ɔdhu yɤ̈ gō ~ ká dhíɤsɯ́bhɛ̏n dhʌ̏	-bho 'sɔɔdhu 'yö- go dhepë 'ka 'dhiösümɛ -dhë							
667_0	\idi	~ bháa bhȁ	-dhɛ 'bhaa -bha							
667_0	\idi	~ bhʌ̏n ɛ̏?	-dhɛ -më -ɛ?							
667_0	\idi	~ óo ~	-dhɛ 'oo -dhɛ							
667_0	\idi	~ và ~	-dhɛ =va -dhɛ							
668_1	\ex	bhɤ̏ ɯ̄ bhábhɛ̏n bhʌ̄ ȁ dhɛ̏ kɤ̄ kwá pɔ̄ɔ̏	-bhö ü 'bhamɛ bhë -a -dhɛ kö 'kwa pɔɔ-							
668_1	\idi	~ kó bhàa	-dhɛ 'ko =bhaa							
668_1	\idi	yɤ̏ ɤ̄ zùɤ̄ ~ sʌ̏	-yö ö =zuö' -dhɛ -së							
669_0	\ex	~ yà pó	-dhɛ =ya 'po							
669_0	\idi	~ pó yȉ/sɯ̏	-dhɛ 'po -yi							
670_	\idi									
673_0	\ex	~ yúa yȁ kʌ̏ dhɛ̀n ȁ sú yà kʌ̄ dhʌ̀ ɛ̀?	=dhɛ 'yua -ya -kë =nɛ -a 'su =ya kë =dhë =ɛ?							
673_0	\idi	~ kʌ̏ dhɤ́	=dhɛ -kë 'dhö							
673_0	\idi	~ kʌ̏ dhɛ̀n	=dhɛ -kë =nɛ							
673_0	\idi	dhɛ̀ kʌ̏ pɤ́	=dhɛ -kë 'pö							
673_0	\ex	~ kʌ̏ pɤ́ ɯ́ bhʌ̏n yȕɤ kʌ̄ sɯ̏ gɯ́ ī?	=dhɛ -kë 'pö 'ü -më -yuö kë -sü 'gü i?							
674_0	\idi	dhɛ̄ kʌ̄	dhɛ kë							
675_1.2	\idi	dhɛ́ tȁ	'dhɛ -ta							
675_3	\cbn	{yúa} ~	{'yua} 'dhɛ							
675_3	\idi	dhɛ̏ bō	-dhɛ bo							
675_3	\idi	~ kʌ̄	'dhɛ kë							
675_3	\idi	, yúa ~ kʌ̄	, 'yua 'dhɛ kë							
675_3	\idi	, yúa bhɛ̏n ~ kʌ̄	, 'yua -mɛ 'dhɛ kë							
678_1	\ex	yɤ̏ sȍ ~ ɤ́ dhō bhlɤ̀ɤ̏	-yö -so -dhiadhiö 'ö dho =bhlöö-							
678_1	\idi	~ tīi gɯ́	-dhiadhiö tii 'gü							
678_1	\ex	yɤ̏ dhȍ dhæ̏ædhíɤ tīi gɯ́ yíblɯ̏ kʌ̄ dhìa	-yö -dho -dhɛadhiö tii 'gü 'yiblü kë =dhia							
679_0	\ex	lân yà kʌ̄ dhíɤ̏, kwȁ dhó glàȁ lɤ̀ɤ ~ bhȁ kwá kwā tɛ́ɛ pā	lan- =ya kë 'dhiö-, -kwa 'dho =glaa- =löö -dhɛbiëndhɛ -bha 'kwa kwa 'tɛɛ pa							
681_0	\ex	~ dhɤ̏ dhūn dhìā	'nɛnɛ -dhö nu =dhia'							
681_0	\ex	~ dhɤ̏ kʌ̄ dhɤ̏ dhìā	nɛnɛ -dhö kë -dhö =dhia'							
681_0	\idi	~ bhō	'nɛnɛ bho							
684_0	\idi	dhɛ̀ɛ̄ dȁa	=dhɛɛ' -daa							
684_0	\idi	~ kpɔ́	=dhɛɛ' 'kpɔ							
684_0	\ex	dhɛ̀ɛ̄ wö kpɔ̄ ɯ̄ gɔ̏ bhʌ̄, bhá ȁ dȁa kʌ̄ à?	=dhɛɛ' 'wo- kpɔ ü -gɔ bhë, 'bha -a -daa kë =a?							
687_1	\idi	bhɛ̄n ~ bhɛ̏n	mɛ =nɛɛnɛ -mɛ							
690_0	\idi	dȁ ~ gɯ́	-da =nɛɛ 'gü							
696_0	\ex	ȁ ~ yɤ̏ yā	-a -dhɛgakɔ -yö ya							
701_0	\ex	sú dō yȁ pɤ̏ ~ gɔ́ɔ̈ yȁagā	'su do -ya -pö -dhɛkpaɔyi 'gɔɔ- -yaaga							
702_0	\ex	~ dhɛ̏ pʌ̄ tée ɤ́ kʌ̏ bhʌ̄ ȁ sɯ́ ɯ́ ɯ̄ bhȁ bèê dhɛ̏ kʌ̄ bhɯ̄n	-dhɛlëë -dhɛ pë 'tee 'ö -kë bhë -a 'sü 'ü ü -bha =bee'- -dhɛ kë mü							
703_0	\idi	ɤ́ dhɛ̀n	'ö =nɛ							
704_0	\idi	~ kɛ̄n	nɛ kɛn							
705_1	\ex	ȁ ~ yɤ̏ kʌ̏ dhɛ̀n sùabhɛ̏n dhɛ̂n dhɤ́	-a nɛ- -yö -kë =nɛ =suamɛ nɛ- 'dhö							
706_1	\idi	dhɛ̂n gā sían píɤ dhɛ̏	nɛ- ga 'sian 'piö -dhɛ							
706_1	\idi	dhɛ̂n gā zīʌn dhɛ̏	nɛ- ga ziën -dhɛ							
706_2.2	\idi	~ {gā} klȍo	nɛ- {ga} -kloo							
707_1	\idi	~ kún	'nɛng 'kun							
707_1	\ex	glɔ̄ɔbȅ bhʌ̄ yà ~ kún lân kùā	glɔɔ -be bhë =ya 'nɛng 'kun lan- =kua'							
708_0	\ex	yà dhó dhɛ̏ ~ dhɛ̏ bhȁ	=ya 'dho -dhɛpëëdhɛ -bha							
711_2.1	\ex	wà síɤ kán; ~ yà dhɛ̏ {gɯ́} bhō	=wa 'siö 'kan; -dhɛtiidhɛ =ya -dhɛ {'gü} bho							
711_2.1	\idi	ȁ bhȁ bhɯ̄ɤ yȁ tȍ ~ gɯ́	-a -bha bhüö -ya -to -dhɛtiidhɛ 'gü							
714_1	\cbn	vá / sɔ́ ~	'va -dhi, 'sɔ -dhi							
714_1	\ex	yà vá dhȉ kɒ̏ɒ gɔ̏	=ya 'va -dhi -kaɔ -gɔ							
714_2	\cbn	bū ~	bu -dhi							
715_1	\ex	sɔ̄ bhʌ̄ yɤ̏ dhȉ ɯ̄ bhȁ	sɔ bhë -yö -dhi ü -bha							
715_1	\idi	kwɛ̏ dhɛ̀n ȁ gɯ́, bhnlɯ̏ yaa ~	-kwɛ =nɛ -a 'gü, -mlü 'yaa dhi							
715_1	\idi	ȁn glú yɤ̏ dhȉ	-an 'glu -yö -dhi							
717_1	\ex	pʌ̄ ɤ́ bhɛ̄n zùɤ̄ gɯ́, yɤ̄ dhɛ̀n ɤ́ ~ yȁ blɛ̏ɛ	pë 'ö mɛ =zuö' 'gü, yö =nɛ 'ö 'dhi -ya -blɛɛ							
717_1	\idi	~ bhō	'dhi bho							
717_1	\idi		dhi 'kan							
717_1	\ex	sùakʌ̄bhɛ̏n dhí kán sɯ̏ dùɤ	=suakëmɛ 'dhi 'kan -sü =duö							
717_1	\idi	~ kpȁ kúʌ̈	'dhi -kpa 'kuë-							
717_1	\idi	, ~ tā	, 'dhi ta							
717_1	\ex	bhɤ̏ ɯ̄ ~ kpȁ kúʌ̈!	-bhö ü 'dhi -kpa 'kuë-!							
717_1	\idi	~ yɤ̏ kúʌ̈	'dhi -yö 'kuë-							
717_1	\ex	bhɤ̏ ɯ̄ dhí yɤ̄ kúʌ̈	-bhö ü 'dhi yö 'kuë-							
717_1	\idi	~ pā	'dhi pa							
717_1	\ex	ȁ dhí yɤ̏ pȁ, yāa wún gbɛ̄ blɛ̀ɛ̂ zlɤ̄ɤ ɤ́ tɔ̄ɔ gbɒ̄ɒ wó ȁ kʌ̏ ȁ dhʌ̏ bhʌ̄ yɤ̏ zȉɤ gɔ̀ū	-a 'dhi -yö -pa, yaa 'wun gbɛ =blɛɛ'- zlöö 'ö tɔɔ gbaɔ 'wo -a -kë -a -dhë bhë -yö -ziö =gɔu'							
717_1	\idi	dhí pā	'dhi pa							
717_2.1	\ex	wȍ dhɤ̏ pɯ̏ɤ glȕ ~ dō gɯ́	-wo -dhö -püö -glu 'dhi do 'gü							
717_2.1	\ex	yɤ̏ bhɔ̀ɔ̄ ~ tȁ bhɯ̀ɤ̄ ká	-yö =bhɔɔ' 'dhi -ta =bhüö' 'ka							
717_2.2	\idi	kɔ́ ~	'kɔ 'dhi							
718_1.1	\ex	yɤ̏ dhȍ lɯ́ bɔ̄ ~	-yö -dho 'lü bɔ =dhia							
718_1.2	\ex	ā ɯ̄ yɤ̏ bhȁn bèê kwàan ~	a ü -yö -ma =bee'- =kwaan =dhia							
718_2	\ex	ā dhɤ̏ dhūn Zéë ká ȁn ~	a -dhö nu 'Zee- 'ka -an =dhia							
720_0	\ex	yɤ̏ dhɤ̏ dhō Dàādhɤn ~ à?	-yö -dhö dho =Daandhö =dhia' =a?							
720_0	\idi	kɤ̄ kō ~ sá	kö ko =dhia' 'sa							
720_0	\idi	dhìā tàa bhȁ	=dhia' =taa -bha							
721_1	\idi	dhía dȁ	'dhia -da							
721_1	\ex	pʌ̏ dhɛ̀n ȁ dhía dȁ n̄ gɯ́	-pë =nɛ -a 'dhia -da n 'gü							
724_0	\idi	~ kún	-nia 'kun							
724_0	\ex	wȍ n̄ ~ kȕn sʌ̏ ká; ȁ dȅ wȍ tɔ̏ zʌ̏ n̄ dʌ̏	-wo n -nia -kun -së 'ka; -a -de -wo -tɔ -zë n -dhë							
724_0	\idi	ɤ̄ ~ bhɔ̄	ö -nia bhɔ							
725_0	\ex	wèe yùā dhɛ̀n ɤ̈ kʌ̏ ~ ká bhʌ̄, yāa kʌ̄ dhɤ́ dhíɤ bȅ	=wee =yua' =nɛ 'ö- -kë =niaɔ -mɛ 'ka bhë, yaa kë 'dhö 'dhiö -be							
726_1	\cbn	~ ɤ̄ zɯ̏	=dhië' ö -zü							DJ, LJ
726_1	\cbn	~ kɔ̏a	=dhië' -kɔa							
726_3.1	\cbn	bhɛ̄n wȍ ~	mɛ -wo =dhië'							
726_3.2	\cbn	bhɛ̄n wȍ ~	mɛ -wo =dhië'							
728_2	\idi	bhʌ̏n pɤ́ ɯ́ dhìʌdhíʌn ȁ zɯ̏ bhʌ̄ ɛ̀?	-më 'pö 'ü =nië 'nië -a -zü bhë =ɛ?							
730_2	\ex	bhɛ̄n dhȕn wȍ dhȉʌn ȁ zɯ̏	mɛ -nu -wo -nië -a -zü							
730_2	\idi	dhìʌn gɯ́	=nië 'gü							GJ, LJ
730_2	\ex	bhán dhìʌ̄n n̄ gɯ́ kpá dhɤ̄ bhán dān bhán kūʌn	'ma =nië' n 'gü 'kpa dhö 'ma dan 'ma kuën							
731_0	\idi	~ gɯ́ dhɛ̏	'dhiëng 'gü -dhɛ							
732_0	\idi	~ kʌ̄	-dhidhaa kë							
732_0	\ex	ȁ dhɛ̏ bhʌ̄ ~ bhɯ̏n, bhɛ̄n bhéï lɯ̏ kɔ̏ yāa bhɔ̏an kɤ̄ yɤ̏ gȕɤ kpɤ̄ glá tɔ̏yȁn gɯ́	-a -dhɛ bhë -dhidhaa -mü, mɛ 'bhei- -lü -kɔ yaa -mɔa kö -yö -guö kpö 'gla -tɔ -yan 'gü							
733_0	\ex	~ yà gȕɤ gā glá tɔ̏ yȁan gɯ́	-dhidhaakëmɛ =ya -guö ga 'gla -tɔ -yaan 'gü							
734_0	\idi	~ kʌ̏	'dhinaa -kë							
734_0	\ex	kɤ̄ kùn kwá ~ kʌ̏ kwā kóʌ	kö =kun 'kwa 'dhinaa -kë kwa 'koë							
737_1	\ex	~ yɤ̏ ȁn zīʌn và	dhidhe -yö -an ziën =va							
745_0	\ex	n̄ bhȁ dȁ sɔ̏ yà kʌ̄ ~	n -bha -da -sɔ =ya kë -dhiizë							
746_0	\ex	yɤ̏soŋkʌ yȕɤ yɤ̏ dhȉ ~ bhȁ	-yösongkë -yuö -yö -dhi 'dhikanmɛ -bha							
748_2	\cbn	wā ~	wa dhing							
748_2	\cbn	, gī ~	, gi dhing							
749_0	\idi	~ dɔ̄	-dhio -dɔ							
749_0	\ex	bhɛ̄n dhɔ̏ bhɛ̄n kʌ̏ wó ~ dɔ̄ ȁ tȁ	mɛ -dhɔ mɛ -kë 'wo -dhio dɔ -a -ta							
753_1	\idi	~ dhɛ̏	'dhiö -dhɛ							
754_3	\idi	kɔ̏ ~	-kɔ 'dhiö							
755_1	\ex	bhɤ̏ dhó dhíɤ bhán, ā dhūn dhȁn	-bhö 'dho 'dhiö 'ma, a nu -na							
755_1	\idi	dhȁ ~	-da 'dhiö							
755_1	\idi	, dhó ~	, 'dho 'dhiö							
755_2	\idi	~ bȅ	'dhiö -be							
755_2	\idi	, ~ bȅzʌ̏								
755_2	\idi	, ~ blɛ̏ɛzʌ̏								
755_2	\ex	~ bȅ kɤ̄ ɯ̄ tùn tée kùn,...	'dhiö -be kö ü =tun 'tee =kun, ....							
755_2	\idi	~ bhɯ̄n bhʌ̄	'dhiö mü bhë							
756_1	\ex	sòo ~	=soo 'dhiö-							
756_2	\ex	n̄ gɛ̏n yɤ̏ ~	n -gɛn -yö 'dhiö-							
756_3	\idi	lân yà kʌ̄ ~	lan- =ya kë 'dhiö-							
756_4	\idi	yɔ̄ ~	yɔ 'dhiö-							
756_4	\idi	pʌ̄ yí ~	pë 'yi 'dhiö-							
756_4	\ex	kpʌ̀ɯ̄ yí ~ yȁ kʌ̄ dhȁn	=kpëü' 'yi 'dhiö- -ya kë -na							
758_0	\ex	dhásí wāâ klàŋ̄gɔ̏bhɛ̏n ȁ dɤ̄ ɤ́ bhȁ ~ dhɤ́ gbɒ̀ɒn sɯ̏ ȉ?	'dhasi waa- =klanggɔmɛ -a dö 'ö -bha 'dhiödhɛ 'dhö =gbaɔn -sü -i?							
759_0	\ex	bhɤ̏ n̄ dhíɤ gán	-bhö n 'dhiö 'gan							
761_0	\idi	~bhɛ̏n	'dhiö 'sü -mɛ							
761_0	\ex	~bhɛ̏n yʌ́ŋ yáa kʌ̄ tīi	'dhiö 'sü -mɛ 'yëng 'yaa kë tii							
764_0	\ex	kɤ́ wún dhɤ̄ glɔ̀ɔ kɔ̏ óo kɔ̏ tȁ ȁ ~ yɤ̏ dhɤ̏	'kö 'wun dhö =glɔɔ -kɔ 'oo -kɔ -ta -a 'dhiötodhɛ -yö -dhö							
764_0	\ex	yígā dhɛ̀n ɤ́ tɔ̄ɔ kwā bhȁ sɛ́gɔ̏ ~	'yiga =nɛ 'ö tɔɔ kwa -bha 'sɛ -gɔ 'dhiötodhɛ							
767_1	\ex	bín yà bhʌ́n, bhɤ̏ dhó kɔ̄ɔ	'bin =ya 'më, -bhö 'dho kɔɔ							
767_1	\idi	~ ȁ ká	'dho -a 'ka							
767_1	\idi	~ dhíɤ	'dho 'dhiö							
767_1	\ex	yúa yɤ̏ dhó dhȁn dhíɤ	'yua -yö 'dho -na 'dhiö							
767_1	\idi	~ gūan	'dho guan							
767_1	\idi	~ gwāan								
767_1	\idi	dhȍ kó zlɤ̀ɤ	-dho 'ko =zlöö							
767_1	\ex	dhɛ̀ kʌ̏ dhɛ̀n kɔ̄ɔbhɛ̏n dō bhɯ̏n bhʌ̄, wó dhō kó zlɤ̀ɤ n̄ gɔ̏	=dhɛ -kë =nɛ kɔɔ -mɛ do -mü bhë, 'wo dho 'ko =zlöö n -gɔ							
767_1	\idi	dhó kóʌ̈	'dho 'koë-							
767_1	\idi	, dhó kúʌ̈	'dho 'kuë-			gather		, mettre ensemble		LJ
767_1	\ex	bhɤ̏ ɯ̄ bhȁ tȕʌ dhȕn wó bhʌ̄ ȁn ~ kɤ̄ kwá ȁn dhòŋ̂	-bhö ü -bha -tuë -nu 'wo bhë -an 'dho 'koë- kö 'kwa -an =dhong'-							
767_1	\ex	wà dhó wō kóʌ̈	=wa 'dho wo 'koë-							
767_1	\ex	wà dhó ȁ dhʌ̏ kóʌ̈	=wa 'dho -a -dhë 'koë-							
767_1	\idi	~ kóu	'dho 'kou							
767_1	\ex	bhɤ̏ ɯ̄ bhȁ blɛ̀ɛ̄ wȕn dhó kóu	-bhö ü -bha =blɛɛ' -wun 'dho 'kou							
767_1	\idi	dhȍ bhɛ̄n ká gbìin	-dho mɛ 'ka =gbiin							
767_1	\idi	dhó sǣæ̂	'dho sɛa-							
767_1	\ex	ȁ bhȁ dhȁadhēn dhó dhȁn sǣæ̂	-a -bha -naadhe 'dho -na sɛa-							
767_1	\ex	tʌ́ʌ dhó dhȁn sǣæ̂	'tëë 'dho -na sɛa-							
767_1	\ex	zāâ yɤ̏ ~ dhȁn sǣæ̂	zaa- -yö 'dho -na sɛa-							
767_1	\idi	dȅ ~	-de 'dho							
767_1	\idi	bhɛ̄n gɔ̏ dhó sǣæ̂	mɛ -gɔ 'dho sɛa-							
773_1	\ex	bīɤ fàān yȁ ~ gɯ́	biö =faan' -ya 'dhongdho 'gü							
776_0	\ex	wʌ́ɯ̈ bhʌ̄ ȁ dhòŋ̄ ɯ́ ȁ wō bhʌ̄, yɤ̏ kʌ̏ dhʌ̀ ɛ̀?	'wëü- bhë -a =dhong' 'ü -a wo bhë, -yö -kë =dhë =ɛ?							
777_0	\ex	ȁ ~bɔ̏ dhȕn wȍ plɛ̀, ȁ bhɛ̄n dō bhʌ̄ dhē yȁ gɔ̏, ȁ bhɛ̄n dō ɤ́ tō yɤ̏ tùn kwǽæ ká kùn	-a =dhoobɔ -nu -wo =plɛ, -a mɛ do bhë dhe -ya -gɔ, -a mɛ do 'ö to -yö =tun 'kwɛa 'ka =kun							
783_1	\ex	yí bhɯ̄n ~ yɤ̏ n̄ kʌ̏ dhȁn	'yi mü -dhɔ -yö n -kë -na							
783_1	\idi	yȁ pʌ̄ dhɔ̀ā	-ya pë =dhɔa'							
783_1	\ex	bhɛ̄n pʌ̄ yáä gɔ̏, pʌ̄ bhɛ̀ɛ̄n ɤ́ ȁ wō, yáa yȁ ɤ̄ bháä dhȕn bhȁ pʌ̄ ~ ká	mɛ pë 'yaa- -gɔ, pë =mɛɛ' 'ö -a wo, 'yaa -ya ö 'bhaa- -nu -bha pë -dhɔ 'ka							
783_2	\ex	ȁ dhē ~	-a dhe -dhɔ							
783_2	\ex	ȁ dhē bhȁ ~	-a dhe -bha -dhɔ							
