id_ms	type	trans	ortho	\trr	\smr	\tre	\sme	\trf	\smf	\src
2218_1	\ex	~ kpɤ̄ɯ dhɛ̏	'to kpöü -dhɛ							
2218_1	\idi	tóo gbéë kʌ̄	'too 'gbee- kë							
2218_1	\ex	tó gɯ́ gbéë kʌ̄	'to 'gü 'gbee- kë							
2218_1	\idi	tó kʌ̄	'to kë							DJ, LJ
2218_1	\ex	wún zīi blɛ̀ɛ̄ bhɛ̏n yán yɤ̏ tó kʌ̏ ɤ̄ bhȁ bhɛ̏n dhȕn bhȁ	'wun zii =blɛɛ' -mɛ 'yan -yö 'to -kë ö -bha -mɛ -nu -bha							
2218_1	\idi	~ kpɤ̄	'to kpö							
2218_1	\idi	~ dhʌ́n gʌ̄n	'to 'në gën							
2218_1	\ex	~ dhʌ́n gɛ̀īn dhɛ̏	'to 'në =gɛin' -dhɛ							
2218_1	\idi	tó tó	'to 'to							
2225_1	\ex	bèê ~	=bee'- =too							
2227_0	\ex	bèê dhɛ́ ~	=bee'- 'dhɛ 'too							
2236_0	\ex	dhʌ́dhēn bhʌ̄ ȁ ~ ɤ́ tɔ̄ɔ dē ē?	'nëdhe bhë -a 'tɔ 'ö tɔɔ de e?							
2236_0	\idi	~ blɯ̏	'tɔ -blü							
2236_0	\ex	~ bhɔ̄	'tɔ bhɔ							
2236_0	\ex	ȁ ~ yɤ̏ bhɔ̏ ȁ bhȁ kʌ̏ fàān zʌ̏ sɯ̏ wȕn gɯ́	-a 'tɔ -yö -bhɔ -a -bha -kë =faan' -zë -sü -wun 'gü							
2236_0	\idi	~ gó	'tɔ 'go							
2236_0	\ex	bhʌ̏n ä tɔ́ gō ɯ̄ dhʌ̏, ɤ́ dhán ȁ kʌ̄ ɯ̄ dhʌ̏ ɛ̏?	-më 'a- 'tɔ go ü -dhë, 'ö 'na -a kë ü -dhë -ɛ?							
2236_0	\idi	~ sìɤ̂	'tɔ =siö'-	осужда́ть						DJ, --LJ
2236_0	\ex	dhíɤsɯ̏ ȁ ká bhɛ̏n yàȁ ~ sìɤ̂	'dhiö -sü -a 'ka -mɛ =yaa- 'tɔ =siö'-							
2240_0	\ex	Zlȁn bhȁ ~ bhɔ̄ dhē yɤ̏ dhɛ̏ sáadhɤ̄ dhɛ̏ bhȁ, sɛ́ wāa dhāŋ̂ ȁn gɯ́	-Zlan -bha 'tɔ bhɔ dhe -yö -dhɛ 'saadhö -dhɛ -bha, 'sɛ waa dhang- -an 'gü							
2245_1	\idi	~ dhʌ́n	-tɔn 'në							
2245_1	\idi	~ píɤ dhɛ̏	-tɔn 'piö -dhɛ							
2246_1	\idi	~ dɔ̄	tɔng -dɔ							
2246_2	\ex	bhá ~ zīɤ gɔ̀ɯ̄ [gɔ̏ gɯ́], zúsɯ̏ dhɤ̏ ɯ̄ dȁ kȁnsókɔ́ɔdhɤ̄	'bha tɔng ziö =gɔü', 'zu -sü -dhö ü -da -kan 'so 'kɔɔ dhö							
2246_2	\idi	yɤ̏ ~ gɯ́	-yö tɔng 'gü							
2246_2	\idi	~ gɯ́ pʌ̏	tɔng 'gü -pë							
2246_2	\idi	~ dȁ	tɔng -da					légiférer		GJ, LJ
2247_0	\ex	dhā yà n̄ ~, bhȁn sɔ̄ plɛ́ yà kʌ̄ sȁa	dha =ya n =tɔɔ, -ma sɔ 'plɛ =ya kë -saa							
2248_0	\ex	~ yɤ̏ kɔ́ wɯ̏	=tɔɔ -yö 'kɔ -wü							
2248_0	\idi	~ kʌ̄	=tɔɔ kë							
2248_0	\ex	bhʌ̏n ä kʌ̏ kā ká ɤ́ ká n̄ ~ kʌ̏ ɛ̏?	-më 'a- -kë ka 'ka 'ö 'ka n =tɔɔ -kë -ɛ?							
2249_1	\ex	dhē yà gɔ̄ɔ̂n bhʌ̄ yàȁ tɔ̄ɔ	dhe =ya gɔɔn- bhë =yaa- tɔɔ							
2250_0	\idi	ɤ́ ~	'ö tɔɔ							
2250_0	\idi	n̄ {tɔ́} ~...	n {'tɔ} tɔɔ...							
2250_0	\idi	ɯ̄ ~ dɤ̄ è?	ü tɔɔ dö =e?							
2253_0	\ex	dhēbɔ̏ ɤ́ dhɛ̀n yɤ̏ ~ dùɤ	dhebɔ 'ö =nɛ -yö 'tɔɔtɔ =duö							
2254_0	\idi	n̄ tɔ́ ȁ sȉɤ	n 'tɔ -a -siö							
2254_0	\idi	~bhɛ̏n	'tɔ -siö -mɛ							
2254_0	\ex	tɔ́sìɤ̂bhɛ̏n	'tɔ =siö'- -mɛ							
2257_1	\ex	ɯ̄ dhȕn ~ sʌ̏ ká	ü -nu 'töng -së 'ka							
2257_1	\idi	~ bháa bhȁ	'töng 'bhaa -bha							
2257_1	\idi	~ ká	'töng 'ka							
2257_1	\idi	~ sáadhɤ̄	'töng 'saadhö							
2257_1	\idi	pʌ̄ kʌ̄ tɤ́ŋ	pë kë 'tönng							
2257_1	\ex	pʌ̄ ɤ́ dhɤ̏ wāa ɤ̄ tɤ́ŋ bhɯ̏n	pë 'ö -dhö waa ö 'tönng -mü							
2257_2.1	\idi	~ bhlé	'töng 'bhle							
2257_2.1	\ex	yī dɔ́ɔ dɔ̏ ~ bhlé ká ɤ́ tùn dhō bhlɤ̀ɤ̏	yi 'dɔɔ -dɔ 'töng 'bhle 'ka 'ö =tun dho =bhlöö-							
2259_0	\idi	kwíʌ̈ ~	'kwië- -tönggbö							
2259_0	\idi	tɤ̏ŋgɤ̏ blò	-tönggö =blo							
2259_0	\ex	tɤ̏ŋgɤ̏ blòo	-tönggö =bloo							
2259_0	\idi	tɤ̏ŋgbɤ̏ gbíö	-tönggbö 'gbio-							
2259_0	\idi	tɤ̏ŋgɤ̏ kpá	-tönggö 'kpa							
2259_0	\ex	tɤ̏ŋgɤ̏ kpáa	-tönggö 'kpaa							
2259_0	\idi	~ tíŋ	-tönggbö 'ting							
2261_0	\idi	~ bhɤ̏	'töü- -bhö							
2261_0	\ex	~ dɔ̄	'töü- dɔ							
2261_0	\ex	kwȁ tɤ́ɯ̈ bhɤ̏, bhɛ̄n tɤ́ɯ̈ dhɤ́ä tō ȁ tūɤ sìa, ɤ́ wʌ́ɯ̈ vȕu dō dhɛ̀n ɤ́ dhɤ̄ tō ȁ gɔ̏	-kwa 'töü- -bhö, mɛ 'töü- 'dhöa- to -a tuö =sia, 'ö 'wëü- -vuu do =nɛ 'ö dhö to -a -gɔ							
2261_0	\idi	~ bhɤ̏ sɯ̏	'töö- -bhö -sü							
2263_2	\ex	kȍ dhó, kó dɔ́ɔ kpáan dɔ̄ ~!	-ko 'dho, 'ko 'dɔɔ 'kpaan dɔ -tratradhö!							
2265_0	\ex	bhɛ̀ɛn yɤ̏ tá dhȁn ~	=mɛɛ -yö 'ta -na -trëëdhö							
2266_0	\ex	bhʌ̏n kʌ̏ ɤ́ kʌ̏ ~ dhɛ̀ɛn?	-më -kë 'ö -kë 'trëëtrë =nɛɛ?							
2268_0	\ex	yɔ̄ bhʌ̄ yà gbɔ̄ pā ~	yɔ bhë =ya gbɔ pa -trëngtrëngdhö							
2270_0	\idi	~ kʌ̄	=troo' kë							
2277_0	\ex	dhēbɔ̏ bhʌ̄ yà kwɛ́i tā ~ kɤ̄ kùn ɤ́ zɛ̄npʌ̄ dhɤ̄ dȁ kɔ̄ɔ	dhebɔ bhë =ya 'kwɛi ta =trɔɔndhö kö =kun 'ö zɛnpë dhö -da kɔɔ							
2278_0	\ex	bhɤ̏ bhnlɯ̏ pɛ́ ~ ɯ́ dhōʌ dȅ, kɤ̄ kwá kwā bɔ̄ dhɛ̏ yɤ̄	-bhö -mlü 'pɛ trɔɔndhö 'ü dhoë -de, kö 'kwa kwa bɔ -dhɛ yö							
2280_1	\idi	yʌ́ŋ ~	'yëng trö							
2280_1	\ex	dhā yà dhɛ̏ ~ dhūɤ, yɤ̏ dhóʌ̈ bān	dha =ya -dhɛ trö dhuö, -yö 'dhoë- ban							
2280_3	\ex	gɔ̄ɔ̂n ɤ́ bhʌ̄ yà ɤ̄ gbɤ̄ trɤ̄	gɔɔn- 'ö bhë =ya ö gbö trö							
2280_3	\idi	zɤ̏ ~	-zö trö							
2281_0	\ex	yí dhɛ̀n ȁ gā yɤ̏ ~ dhɛ̀ɛ!	'yi =nɛ -a ga -yö 'tröngtröng =dhɛɛ!							
2282_0	\idi	ȁ ~ gbɛ̄ yáadhɤ̄	-a =truën gbɛ 'yaadhö							LJ
2284_0	\idi	~ pȉɤ	'truu -piö							
2286_0	\ex	bhɤ̏ dhó lɯ́ dɔ̄ dȅ bhʌ̄ ȁ ~ ká, ɯ̄ dhɤ̏ kpʌ̏n Gɤ̀ɤ bhȁ sɔ́ bhȁ	-bhö 'dho 'lü dɔ -de bhë -a 'trüng 'ka, ü -dhö -kpën =Göö -bha 'sɔ  -bha							
2291_0	\ex	yɤ̏ ~ kwǽæ ká	-yö =tun 'kwɛa 'ka							
2292_1	\ex	yà gó lɯ́ ~ yà pɯ̏ɤ	=ya 'go 'lü tuö =ya -püö							
2295_0	\ex	wà wún blɛ̀ɛ̄ ~, ȁ dhíɤtódhɛ̏ yɤ̏ kʌ̏ dhɤ̏	=wa 'wun =blɛɛ' tuudhö, -a 'dhiötodhɛ -yö -kë -dhö							
2296_0	\ex	bhɛ̄n yáa bhɯ̏n kɛ́ɛ, wɯ̄ ɤ́ blɯ́ tùun	mɛ 'yaa -mü 'kɛɛ, wü 'ö 'blü =tuun							
2296_0	\ex	yɤ̏ zȍdhɛ tùŋ̄ dhȁn	-yö -zodhɛ =tung' -na							
2298_0	\idi	túun bhō	'tuun bho							
2298_0	\ex	bhɛ̄n vàvà dhȕn wà ~, ɤ́ wö dɔ̄ dhʌ́n sɛ́ɛn dhȕn bhȁ	mɛ =vava -nu =wa 'tuun bho, 'ö 'wo- dɔ 'në 'sɛɛn -nu -bha							
2299_0	\ex	dhʌ́n bhʌ̄ ȁ wɔ̄ ɯ̄ gbáän dhɤ̄ kɤ̄ ɯ̈ ~ yȁa yīzʌ̄	'në bhë -a wɔ ü 'gbaan- dhö kö 'ü- =tuun 'tun -yaa yizë							
2301_0	\ex	~ dhɤ̏ dhūn bhʌ̏n yīʌ ɛ̀?	ü -dhö nu -më yië =ɛ?							
2310_0	\ex	yɤ̏ n̄ kían dhȕn ~	-yö n 'kian -nu =va							
2311_1	\ex	yɤ̏ ~ dȁ dhȁn	-yö 'va -da -na							
2311_2	\ex	yà ~ dhȉ kɒ̏ɒ gɔ̏	=ya 'va -dhi -kaɔ -gɔ							
2317_0	\ex	ȁ bhȁ kpʌ̀ɯ̄ bhlɤ̏ɤ bhʌ̄ slɔ́ɔ dhȕn wàȁ plɛ́ ~	-a -bha =kpëü' -bhlöö bhë 'slɔɔ -nu =waa- 'plɛ 'vaɔ dɔ							
2318_0	\ex	kȁa bhȁ ~ pīn gȁ bhʌ̄	-kaa -bha 'vaanvandhɛ pin -ga bhë							
2321_2	\idi	bhɛ̄n gbɛ̀iŋ bhɛ̄ vàȁzʌ̏	mɛ =gbɛing bhɛ =vaazë							
2322_0	\idi	wá ~	'wa 'vadhö							
2331_0	\ex	ɯ̄ ~ bhɤ̏ pá ȁ ká!	ü 'vee- -bhö 'pa -a 'ka!							
2337_0	\idi	~ zʌ̄	-vɛi zë							
2339_0	\ex	yɤ̏ bhnlɯ̏ pɛ̏n ~ sʌ̏	-yö -mlü -pɛn -vɛnngdhö -së							
2340_0	\ex	ȁ glú pȉo ~	-a 'glu -pio =vianviandhö							
2342_2	\cbn	yèê ~	=yee'- 'viëë							
2349_2	\ex	yà gó lɯ́ tūɤ yà vlā sīâ	=ya 'go 'lü tuö =ya vla sia-							
2350_0	\ex	ɯ̄ ~ ɯ́ tá sɯ́ kwé ē!	ü =vlaa 'ü 'ta 'sü 'kwe e!							
2352_0	\ex	bhʌ̏n pɤ́ ɯ̈ bhɛ̀ɛ̏n, ɤ́ bhá pʌ̄ plɛ́ dɔ̄ kɔ̄ɔ ~ bhʌ̄ ɛ̀?	-më 'pö 'ü- =mɛɛ-, 'ö 'bha pë 'plɛ dɔ kɔɔ vlankaandhö bhë =ɛ?							
2358_1	\idi	~ púu	'vlo 'puu							
2358_1	\idi	~ tīi	'vlo tii							
2358_2	\idi	áa vló dɤ̄ ɯ́ dhɤ̄ ȁ dȉan dɛ̀ɛ?	'aa 'vlo dö 'ü dhö -a -dian =dɛɛ?							
2360_0	\ex	yà gbɔ̄ zlōa ~	=ya gbɔ zloa vlödhö							
2369_0	\idi	~ kɔ̏dhʌ́n	vɔng -kɔ 'në							
2379_0	\idi	wʌ́ɯ̈ ~	'wëü- -vuu do							
2380_0	\ex	~ {klɤ̀ɤ̄} ɤ́ tō ɤ́ zȉɤ	'vü- {=klöö'} 'ö to 'ö -ziö							
2381_0	\ex	kȁ wȁ Yúu glúu zìān; kwā dhɤ̏ kwā kó yɤ̄ kɔ́lɤ̀ɤ	-ka -wa 'Yuu 'gluu =zian'; kwa -dhö kwa 'ko yö 'kɔ =löö							
2383_0	\ex	~ dhó báän	=wa 'dho 'baan-							
2384_0	\idi	~ bhɤ̏	=wa -bhö							
2384_0	\ex	yī wà bhɤ̏ dhȁn Zlȁn tɔ́ píɤ	yi =wa -bhö -na -Zlan 'tɔ 'piö							
2392_0	\idi	~ ... -dhȕn	waa- ... -nu							
2398_0	\ex	ā dhɤ̏ dhūn plɤ̄ɤ dhɔ́ɔ ~ ká	a -dhö nu plöö 'dhɔɔ -waamaayi 'ka							
2400_0	\ex	ȁ pɛ̏n ~ sʌ̏ ká kɤ̄ yà bhɔ̄ sìa kɤ̄ kùn ɤ̈ síɤ dhɤ̄ kó sɯ̄	-a -pɛn -waadhö -së 'ka kö =ya bhɔ =sia kö =kun 'ö- 'siö dhö 'ko sü							
2402_0	\idi	wún ɯ̈ blɛ̀ɛ n̄ dhʌ̏ bhʌ̄ n̄ zùɤ̄ yà ~	'wun 'ü- =blɛɛ n -dhë bhë n =zuö' =ya waanu							
2405_0	\idi	wáan bhō	'waan bho							
2405_0	\ex	wȍ wáan bhō dhȁn wȍ wō kɔ̏ kpȁ wō dhíʌ̈	-wo 'waan bho -na -wo wo -kɔ -kpa wo 'dhië-							
2407_0	\ex	bhʌ̏n pɤ́ ɤ́ yán kʌ̏ ~ dhɤ́ dhɛ̀ɛn kāfé bhāɯ̂n yán dhɤ́ ē?	-më 'pö 'ö 'yan -kë 'waanwan 'dhö =nɛɛ kafe maü- 'yan 'dhö e?							
2412_0	\idi	lɯ́ ~	'lü wang							
2412_0	\idi	gɛ̏n ~	-gɛn wang							
2412_0	\idi	zīan ~	zian wang							
2412_0	\ex	kpȉŋ ~	-kpinng wang							
2412_0	\idi	zɯ̄ ~	zü wang							
2415_0	\idi	wæ̀ǣ zȕɤ	=wɛa' -zuö							
2415_0	\ex	dhásí dhȕn bhȁn bhɛ̏ɛn kʌ̏ kó ká sɯ̏ vàdhɛ̏ tɔ̄ɔ ~ zȕɤ sɯ̏	'dhasi -nu -ma -mɛɛ -kë 'ko 'ka -sü =va -dhɛ tɔɔ =wɛa' -zuö -sü							
2416_0	\idi	yūɤ bhʌ̄ ~ yȁ gɯ́	yuö bhë 'wëü- -ya 'gü							
2421_3	\ex	bhá lȍ bhʌ́n sìa, bhán wé bhɛ̄n plɛ́ ká dùɤ	'bha -lo 'më =sia, 'ma 'we mɛ 'plɛ 'ka =duö							
2421_4	\idi	bhán wé ȁ bhȁ	'ma 'we -a -bha							
2421_4	\ex	ȁ sɔ̀ŋ̄ bhʌ̄ bhán wé ȁ bhȁ bhɤ̏ dhūn ȁ ká kɤ̄ ä dhɔ́	-a =sɔng' bhë 'ma 'we -a -bha -bhö nu -a 'ka kö 'a- 'dhɔ							
2421_4	\idi	yà ~ ȁ gɔ̏ wún bhȁ	=ya 'we -a -gɔ 'wun -bha							
2421_5	\cbn	wé ȁ bhȁ	'we -a -bha							
2421_5	\cbn	, wéʌ̈	, 'weë-							
2421_5	\ex	Zāaplɤ̀ɤ dhʌ́dhōodhȕn wáa wéʌ̈ wȍ dhó gūan, wȁ píɤ wó tó dɔ̏púʌ̈ ká kplȁwō	Zaaplöö 'në dhoo -nu 'waa 'weë- -wo 'dho guan, -wa 'piö 'wo 'to -dɔpuë 'ka -kplawo							
2421_7	\idi	pʌ̄ kʌ̏ wó wȅ ȁ dhʌ̏ bhʌ̄	pë -kë 'wo -we -a -dhë bhë							
2430_0	\idi	~ bhō	wei bho							
2434_0	\ex	yɤ̏ ~ gɯ́ ɤ́ tɔ̄ɔ ȁ bhȁ dhʌ́n yà gā	-yö -wɛɛ 'gü 'ö tɔɔ -a -bha 'në =ya ga							
2434_0	\ex	~ {bhɛ̄}n ɤ́ dhɛ̀n yɤ̏ bhɔ̏n ȁ zʌ̄ sɯ̏ bhȁ	-wɛɛ {mɛ} 'ö =nɛ -yö -mɔ -a zë -sü -bha							
2435_0	\idi	~ kʌ̄	-wɛɛbhodhe kë							
2444_0	\ex	yī bhȁ pɤ̂ yɤ̏ sɛ́ dhɛ̀n ȁ gɔ̏ ~	yi -bha pö- -yö 'sɛ =nɛ -a -gɔ wiö							
2447_2	\ex	ȁ gɔ̏ yà kʌ̄ ~ ká	-a -gɔ =ya kë 'wlaan 'ka							
2447_2	\idi	~ lȍ bhɛ̄n tūɤ	'wlaan -lo mɛ tuö							
2448_0	\ex	wà pʌ̄ yí dhíɤ̈ và pʌ̏kʌ̄ ~ kpɔ́ sɯ̏ bhȁ ká	=wa pë 'yi 'dhiö- =va -pë kë 'wlaan- 'kpɔ -sü -bha 'ka							
2455_1	\ex	yà bhȁn gbóŋgbó wlʌ̀ʌ	=ya -ma 'gbonggbo =wlëë							
2457_0	\ex	sɛ́ wö dhūn ȁ dhʌ̏ bhʌ̄ yɤ̏ ~	'sɛ 'wo- nu -a -dhë bhë -yö wlëü							
2461_2	\ex	ɯ̄ gɛ̂ wȍ bhȁn ȁ?	ü gɛ- -wo -ma -a?							
2461_2	\idi	~ bhɤ̏	-wo -bhö							
2461_2	\idi	~ dȁ	-wo -da							
2461_2	\idi	~ kʌ̏ ȁ gɯ́ dō	-wo -kë -a 'gü do							
2461_2	\ex	~ kʌ̏ wún gɯ́ dō	-wo -kë 'wun 'gü do							
2461_2	\ex	ȁ sáadhɤ̄ ká dhɤ́ ȁ bhɔ̏n kóʌ bhʌ́n sìa, kwā wȍ yȁ gɯ́ dō	-a 'saadhö 'ka 'dhö -a -mɔ 'koë 'më =sia, kwa -wo -ya 'gü do							
2461_2	\ex	kwā plɛ́ kwā wȍ yȁ gɯ́ dō ȁ bhȁ wȕn tó sɯ̏ ká	kwa 'plɛ kwa -wo -ya 'gü do -a -bha -wun 'to -sü 'ka							
2461_2	\idi	~ kpɔ́	-wo 'kpɔ							GJ, LJ
2461_2	\ex	bhʌ̏n ɯ́ ȁ wȍ kpɔ̄ ɛ̀, ā pɤ̏ ā dhɤ̏ dhūn ɯ̄ kían ká	-më 'ü -a -wo kpɔ =ɛ, a -pö a -dhö nu ü 'kian 'ka							
2461_2	\idi	~kpɔ́sɯ̏	-wokpɔ -sü							
2461_2	\ex	ȁ bhȁ ~kpɔ́sɯ̏ yāa kʌ̄ n̄ ká yīzʌ̄	-a -bha -wokpɔ -sü yaa kë n 'ka yizë							
2461_2	\idi	~ bhɔ̏n wún gɯ́	-wo -mɔ 'wun 'gü							
2461_2	\ex	ɤ́ sɯ̄ dɛ̀ɛ bhȁ n̄ wȍ bhɔ̏n ȁ gɯ́ sɯ̏ bhɯ̏n kɤ̄ á tó Yèsü píɤ	'ö sü =dɛɛ -bha n -wo -mɔ -a 'gü -sü -mü kö 'a 'to =Ye 'su- 'piö							
2462_1	\ex	sú yɤ̏ ~ dhȁn dhūɤ zìān	'su -yö -wo -na dhuö =zian'							
2462_2	\ex	ā wȍ ȁ tȁ wá sɔ́dhɤ̄ kɤ̄ yɤ̏ bhȁn bèê kwàan dhȁn	a -wo -a -ta 'wa 'sɔdhö kö -yö -ma =bee'- =kwaan -na							
2468_0	\ex	sʌ́ʌdhɛ̄ dhȕn bɛ̀ɛ̄n ɤ́ ȁ wō	'sëëdhɛ -nu =bɛɛn' 'ö -a wo							
2491_0	\idi	~ yɛ́	'wɔ 'yɛ							
2501_0	\idi	~ sían píɤ	wö 'sian 'piö							
2507_1	\idi	~ bɔ̄	wun bɔ							
2507_1	\ex	wláän yī yà tó tée, bhɤ̏ yȁ ɯ̄ bhȁ wūn bɔ̄ sɯ̏ bhȁ	'wlaan- yi =ya 'to 'tee, -bhö -ya ü -bha wun bɔ -sü -bha							
2507_1	\idi	~ bɔ̄sɯ̏	wun bɔsü							
2507_1	\idi	~ bhōsɯ̏	wun bhosü							
2507_1	\idi	~ dȍ ~ dhíɤ sɯ̏	wun do wun 'dhiö -sü							
2507_1	\idi	~ kpȁsɯ̏	wun -kpasü							
2507_1	\idi	~ lɤ̏sɯ̏	wun -lösü							
2507_1	\idi	~ pɛ́n yȁn	wun 'pɛn -yan							
2507_1	\idi	~ pȉɤ	wun -piö							
2507_1	\ex	bhɤ̏ ɯ̄ bhȁ wūn pȉɤ kɤ̄ ɯ́ʌ̈n tùn dhó sɯ̏ bhȁ klàŋ̄kɔ́ɔdhɤ̄	-bhö ü -bha wun -piö kö 'üën- =tun 'dho -sü -bha =klang' 'kɔɔdhö							
2507_1	\idi	~ yȕɤ kʌ̄ sɯ̏	wun -yuö kë -sü							
2507_1	\idi	~ zɔ́	wun 'zɔ							
2508_1	\ex	n̄ bhȁ ~ bhɯ̏n, ɯ̄ bhā ~ yáa bhɯ̏n!	n -bha 'wun -mü, ü bha 'wun 'yaa -mü!							
2508_2	\idi	~ sʌ̏ yɤ̄	'wun -së yö							
2508_2	\idi	ȁ wȕn tȍ tée	-a -wun -to 'tee							
2511_0	\ex	wȕn dɔ̏a ɤ̈ bhɛ̀ɛn kɤ̄ yáän dùʌ	-wun -dɔa 'ö- =mɛɛ kö 'yaan- =duë							
2512_0	\ex	~ wāâ blɔ́ɔ̈bhɛ̏n ȁn wún kʌ̄ kɔ̏ yáa dō	'wundɔmɛ waa- 'blɔɔnmɛ -an 'wun kë -kɔ 'yaa do							
2513_0	\ex	Zlȁn yɤ̏ ~ và tȁ váavȁ dhȕn glȕdʌ̄ Sālōbhɔ́n dhʌ̏	-Zlan -yö 'wundɔdhe =va -ta 'vaa -va -nu -gludë Salomɔn -dhë							
2516_0	\ex	~ bhɯ̏n, yāa sùa kʌ̄	'wun gia- -mü, yaa =sua kë							
2516_0	\idi	wún gīâ blɛ̀ɛ̄ bhɛ̏n	'wun gia- =blɛɛ' -mɛ							
2520_0	\ex	bhá ~ zʌ̏ kʌ̄ ɯ̄ zɯ̄ dhɤ̏ bhȁn!	'bha 'wunyöyaansü -zë kë ü zü -dhö -ma!							
2523_1	\idi	~ bhɤ̏ wɯ̏	wü -bhö -wü							
2523_1	\idi	~ kʌ̄	wü kë							
2528_1	\ex	blùû bhʌ̄ bhá ȁ wɯ̀ɯ̂ ȁ?	=bluu'- bhë 'bha -a =wüü'- -a?							
2528_2	\ex	lɒ̄ɒn bhʌ̄ ȁ ~ gȕɤ tȁ	laɔn bhë -a =wüü'- -guö -ta							
2529_1	\ex	yà yȁ sīâ	=ya -ya sia-							
2529_1	\ex	yɤ̏ yȁ sɯ̏ ká sīâ	-yö -ya -sü 'ka sia-							
2529_1	\idi	yà ~ bhɔ́nblí gɯ́ yȁan dhó Máa dhɤ̄	=ya -ya 'mɔbli 'gü -yaan 'dho 'Maan dhö							
2529_1	\idi	~ bhɛ̄n gbɛ̀ī	-ya mɛ =gbɛi'							
2529_1	\idi	bhɛ̄n ~ yáan	mɛ -ya 'yaan							
2529_1	\ex	bhɤ̏ yȁ ɯ̄ yáan kɤ̄ kùn ɯ́ yī zʌ̄	-bhö -ya ü 'yaan kö =kun 'ü yi zë							
2529_1	\idi	~ pʌ̄ zɔ̀ŋ̄ tȁ	-ya pë =zɔng' -ta							
2529_1	\ex	bhʌ̏n pɤ́ ɯ́ yȁ ȁ zɔ̀ŋ̄ tȁ gbɤ́ dhɤ̄, ɤ́ bhá klùɛ̂ bhʌ̄ ɛ̄?	-më 'pö 'ü -ya -a =zɔng' -ta 'gbö dhö, 'ö 'bha =kluɛ'- bhë ɛ?							
2529_1	\idi	~ dȅ tȁ	-ya -de -ta							
2529_1	\ex	bhɤ̏ wʌ́ɯ̈ kʌ̀ŋ̄ plɛ̀ dhȕn wó bhʌ̄ ȁn yȁ dȅ tȁ, kɤ̄ kùn ɯ́ ȁn kàan wʌ́ɯ̈ kʌ̀ŋ̄ dō dhȕn ká	-bhö 'wëü- =këng' =plɛ -nu 'wo bhë -an -ya -de -ta, kö =kun 'ü -an  =kaan 'wëü- =këng' do -nu 'ka							
2529_1	\idi	~ bhɛ̄n tìān pʌ̏	-ya mɛ =tian' -pë							
2529_1	\ex	ȁ bhȁ wö yȁ ȁ tìān yɤ̄ bhɯ̏n, kɤ̄ kùn ɤ́ bhɛ̄n gbɛ̄ yȁ sɯ̄	-a -bha 'wo- -ya -a =tian' yö -mü, kö =kun 'ö mɛ gbɛ -ya sü							
2529_2	\ex	dȁdhʌ́ɯ dhȕn wó Tæ̀ǣplɤ̀ɤ wà Zákɤ̏ yȁ wō gɔ̏ dhíɤ	-dadhëü -nu 'wo =Tɛa' =plöö =wa 'Za -kö -ya wo -gɔ 'dhiö							
2529_2	\ex	yà kʌ̄ dhɛ̀n ɯ̄ bhȁwȕn yɤ̏ bhȁn, kɤ̄ ā yȁ ɯ̄ gɔ̏	=ya kë =nɛ ü -bhawun -yö -ma, kö a -ya ü -gɔ							
2529_3	\ex	ā yȁ bhɯ̄n kwɛ̏ plɛ̀ ká	a -ya mü -kwɛ =plɛ 'ka							
2529_3	\idi	~ dȅ flʌ́ʌ gɯ́	-ya -de 'flëë 'gü							
2529_4	\ex	gbɔ̄dɔ̄dhȅ yà ~ gbɔ̄ sɛ́ kpɤ̄ và bhȁn sɯ̏ bhȁ	gbɔdɔdhe =ya -ya gbɔ 'sɛ kpö =va -ma -sü -bha							
2529_6	\idi	lɯ́ kɔ̏ dhȕn plɯ́ŋ dhȕn wà ~ ȁ bhȁ	'lü -kɔ -nu 'plüng -nu =wa -ya -a -bha							
2529_6	\idi	~ kúʌ̈	-ya 'kuë-							LJ
2529_7	\ex	wà dhó kú sɛ́ kɔ́ yȁ dhìa bhlɤ̀ɤ̏	=wa 'dho 'ku 'sɛ 'kɔ -ya =dhia =bhlöö-							
2529_8	\cbn	pʌ̄ ~	pë -ya							
2529_8	\cbn	, sʌ́ʌdhɛ̏ ~	, 'sëëdhɛ -ya							
2532_5	\idi	yɤ̏ ɤ̄ dȅ kȕn ~, yáa ɤ̄ zlú	-yö ö -de -kun ya, 'yaa ö 'zlu							
2532_5	\idi	dhʌ́n dhɛ̀n yɤ̏ pɔ̄ɔ̂ dȅ kȕn ~ gɯ́	'në =nɛ -yö pɔɔ- -de -kun yaa 'gü							
2534_0	\idi	~pʌ̄	'yapë							
2539_0	\ex	~ yīɤ yȁ kʌ̏ ɤ́ yáan	'yaa yiö -ya -kë 'ö 'yaan							
2543_0	\ex	yɤ̏ ~ sɯ̏ ká sīâ	-yö =yaannu -sü 'ka sia-							
2549_6	\idi	~ tīi	=yaan- tii							
2554_0	\idi	~ kɔ́	-yaan 'tedhe 'kɔ							
2554_0	\idi	~ dhʌ́n gláɯ	-yaan 'tedhe 'në 'glaü							
2556_1	\idi	sɔ̄ yán ~	sɔ 'yan yaazë							
2556_2	\ex	bhʌ̏n wȕn ~ ɤ̈ blɛ̀ɛ̄ kɔ̏ kʌ̏ dhɤ́ ē!	-më -wun yaazë 'ö- =blɛɛ' -kɔ -kë 'dhö e!							
2558_3	\idi	~ dhūn	-yadhɛ nu							
